scaffold,LG,av,inv_status
Contig246207,1,58.1965,collinear
Contig246213,16,13.992,collinear
Contig24627,12,8.307,NA
Contig246384,2,33.7995,collinear
Contig246436,10,41.57451042,buffer
Contig246457,9,11.4081875,collinear
Contig246459,8,12.8505,collinear
Contig247073,1,76.684,LGC1.2
Contig2471,13,0.606,collinear
Contig2472,7,49.158,LGC7.2
Contig24740,3,25.89,collinear
Contig247598,12,55.2365,NA
Contig24760,4,1.5085,LGC4.1
Contig247606,14,16.4135,buffer
Contig247609,8,29.79,collinear
Contig2479,2,46.151875,collinear
Contig247905,3,68.018,collinear
Contig247907,4,14.1135,collinear
Contig2480,4,32.46,collinear
Contig2481,1,31.3955,collinear
Contig2483,10,2.839,LGC10.1
Contig2484,11,14.7905,collinear
Contig24843,3,47.7845,collinear
Contig248498,4,34.0545,collinear
Contig2485,1,80.9515,buffer
Contig24859,1,0.9655,LGC1.1
Contig248592,4,54.4895,collinear
Contig249015,15,40.3265,collinear
Contig2492,3,28.87,collinear
Contig249365,8,50.409,collinear
Contig249393,9,51.5515,collinear
Contig249409,3,23.97973711,collinear
Contig2496,13,24.672,collinear
Contig249639,6,36.0925,collinear
Contig249771,3,68.018,collinear
Contig250,13,23.791,collinear
Contig250389,8,31.7975,collinear
Contig2504,4,1.5085,LGC4.1
Contig2505,2,48.8225,collinear
Contig250640,7,17.4975,collinear
Contig25077,17,43.9735,collinear
Contig2508,2,0.923,LGC2.1
Contig2509,17,48.443,LGC17.1
Contig250928,9,30.619,LGC9.1
Contig250931,7,50.427,LGC7.2
Contig25103,11,52.908,LGC11.1
Contig2512,1,4.229,collinear
Contig25136,12,55.2365,NA
Contig251569,16,44.549,collinear
Contig25178,5,42.2,collinear
Contig2518,1,24.41,collinear
Contig252011,5,2.503,collinear
Contig252065,7,18.633,collinear
Contig252076,13,24.974,collinear
Contig2521,5,24.516,collinear
Contig2522,3,15.7065,collinear
Contig252352,2,41.512,collinear
Contig252416,4,1.4786,buffer
Contig2527,9,46.2685,collinear
Contig252711,9,28.0725,LGC9.1
Contig252742,9,37.3825,LGC9.1
Contig253,5,45.739,collinear
Contig253044,1,65.7415,collinear
Contig253075,3,33.145,collinear
Contig2535,1,1.3405,buffer
Contig2536,5,50.619,collinear
Contig253650,3,46.931,collinear
Contig253784,8,26.0585,collinear
Contig253866,4,14.1135,collinear
Contig25388,2,54.1735,collinear
Contig2539,2,40.9495,collinear
Contig253968,13,39.676,collinear
Contig254167,1,31.3955,collinear
Contig254440,10,38.7485,LGC10.2
Contig25452,8,31.7975,collinear
Contig254615,1,35.104,collinear
Contig254627,7,10.288,collinear
Contig254639,12,6.821,NA
Contig2547,2,64.5765,collinear
Contig254986,8,14.0075,collinear
Contig255,6,40.0395,collinear
Contig2551,2,42.355,collinear
Contig25516,10,0.8665,buffer
Contig255205,10,40.7145,LGC10.2
Contig255453,3,63.143,collinear
Contig255560,16,3.4435,collinear
Contig255659,3,33.145,collinear
Contig255661,13,25.2575,collinear
Contig255783,1,0.9655,LGC1.1
Contig256785,15,24.5425,collinear
Contig256862,8,6.488,collinear
Contig256875,1,80.9515,buffer
Contig257073,5,27.365,collinear
Contig257274,9,41.8195,buffer
Contig257275,10,15.741,LGC10.2
Contig257312,3,0.0095,collinear
Contig257372,14,34.0103023,LGC14.3
Contig2574,8,51.536,collinear
Contig2577,15,6.157,collinear
Contig257721,9,15.885,collinear
Contig257786,6,41.166,collinear
Contig2579,1,41.2815,collinear
Contig2580,8,0,collinear
Contig258016,2,64.8565,collinear
Contig2581,3,25.5905,collinear
Contig258228,6,46.5235,collinear
Contig258331,10,7.3,LGC10.2
Contig258410,4,1.5085,LGC4.1
Contig2586,5,42.4935,collinear
Contig2587,16,47.3735,collinear
Contig2588,3,13.2885,collinear
Contig25881,16,2.097,collinear
Contig2589,15,14.9685,collinear
Contig258958,12,55.2365,NA
Contig2591,6,38.596,collinear
Contig259136,10,25.09,LGC10.2
Contig259357,10,0.4311,buffer
Contig25969,9,52.999,collinear
Contig26023,5,2.878,collinear
Contig2603,11,24.462,collinear
Contig26044,16,44.2675,collinear
Contig260475,17,2.593,collinear
Contig260607,16,12.7565,collinear
Contig260638,11,52.908,LGC11.1
Contig260756,4,56.518,collinear
Contig26086,5,42.4935,collinear
Contig260862,14,16.4135,buffer
Contig260871,5,21.0525,collinear
Contig2609,5,42.2,collinear
Contig261,5,0.294,collinear
Contig2610,4,36.5505,collinear
Contig261220,11,28.01,collinear
Contig261515,11,52.908,LGC11.1
Contig261575,5,0,collinear
Contig2616,9,46.2685,collinear
Contig261929,9,52.999,collinear
Contig261978,15,42.3545,collinear
Contig262,13,39.1105,collinear
Contig2620,12,46.1125,NA
Contig2622,5,29.658,collinear
Contig262265,8,20.50651203,collinear
Contig26230,6,41.7285,collinear
Contig262763,12,53.8045,NA
Contig262924,12,46.1125,NA
Contig263076,3,14.5215,collinear
Contig2631,13,43.676,collinear
Contig2632,6,29.3,buffer
Contig26336,5,29.946,collinear
Contig263763,7,22.8935,collinear
Contig264,1,42.1205,collinear
Contig264003,6,50.1875,collinear
Contig2641,2,60.093,collinear
Contig2642,2,41.512,collinear
Contig264344,14,1.551,LGC14.1/2
Contig264466,11,52.908,LGC11.1
Contig2645,10,35.653,LGC10.2
Contig264666,2,54.455,collinear
Contig2649,6,50.1875,collinear
Contig265,3,54.9365,collinear
Contig265229,1,0.9655,LGC1.1
Contig265370,10,3.12,buffer
Contig265448,12,48.712,NA
Contig265490,13,43.676,collinear
Contig265623,1,35.808,collinear
Contig265679,17,45.8605,collinear
Contig265760,5,23.9465,collinear
Contig265764,2,52.486,collinear
Contig265855,5,21.644,collinear
Contig2660,5,29.946,collinear
Contig266150,9,2.4175,collinear
Contig266270,14,24.6475,LGC14.3
Contig266468,13,24.074,collinear
Contig26661,2,52.486,collinear
Contig266715,1,2.6565,buffer
Contig267,4,1.831,buffer
Contig267067,11,55.7765,collinear
Contig267143,2,73.723,collinear
Contig2672,2,59.186,collinear
Contig2673,9,11.6545,collinear
Contig267320,7,2.111,collinear
Contig2675,15,31.831,collinear
Contig2677,7,0.6905,collinear
Contig267705,8,29.79,collinear
Contig267742,8,46.2085,collinear
Contig267863,1,37.6385,collinear
Contig267924,4,32.744,collinear
Contig2680,1,55.329,collinear
Contig2681,6,55.892,collinear
Contig268126,4,1.5085,LGC4.1
Contig268281,8,20.376,collinear
Contig26838,11,52.908,LGC11.1
Contig268919,2,45.73,collinear
Contig268962,14,10.2385,LGC14.1/2
Contig26898,15,38.4875,collinear
Contig269,13,32.067,collinear
Contig2691,4,8.927,collinear
Contig269570,10,3.12,buffer
Contig2696,4,1.5085,LGC4.1
Contig2697,1,50.726,collinear
Contig269710,5,21.9255,collinear
Contig269714,5,38.6825,collinear
Contig269720,14,25.2435,LGC14.3
Contig270,15,31.2575,collinear
Contig2702,3,46.931,collinear
Contig270322,4,40.3905,collinear
Contig270355,1,13.1505,collinear
Contig270362,13,39.1105,collinear
Contig270473,6,55.892,collinear
Contig2705,2,69.558,collinear
Contig270668,1,0.9655,LGC1.1
Contig270780,14,10.2385,LGC14.1/2
Contig270793,13,44.5265,collinear
Contig271007,3,33.145,collinear
Contig2714,2,61.7765,collinear
Contig271493,10,0.8665,buffer
Contig2715,14,15.22275,buffer
Contig271556,4,1.5085,LGC4.1
Contig271723,2,11.496,LGC2.1
Contig272153,1,21.8705,collinear
Contig272177,5,53.756,collinear
Contig272225,1,29.663,collinear
Contig272286,16,42.254,collinear
Contig2724,4,25.314,collinear
Contig27243,8,22.103,collinear
Contig2725,2,42.6365,collinear
Contig27276,5,7.714,collinear
Contig2731,15,49.1875,collinear
Contig27325,3,15.7065,collinear
Contig273638,2,23.3865,collinear
Contig2740,12,48.712,NA
Contig274058,9,32.454,LGC9.1
Contig2741,3,23.97973711,collinear
Contig27412,12,60.235,NA
Contig274142,8,12.40436712,collinear
Contig274182,1,0.9655,LGC1.1
Contig274253,1,75.534,buffer
Contig2743,1,48.625,collinear
Contig274338,5,13.9415,collinear
Contig2746,15,40.3265,collinear
Contig274803,12,52.871,NA
Contig274854,6,41.447,collinear
Contig2749,4,37.5875,collinear
Contig275012,14,24.9455,LGC14.3
Contig275183,4,1.359,buffer
Contig2752,11,53.1745,buffer
Contig2753,4,30.2985,collinear
Contig275461,3,40.3085,collinear
Contig2755,15,38.4875,collinear
Contig275545,2,42.6365,collinear
Contig275632,9,32.454,LGC9.1
Contig275796,7,51.372,buffer
Contig275850,8,20.376,collinear
Contig2760,13,45.9435,collinear
Contig276023,13,0,collinear
Contig276290,10,38.7485,LGC10.2
Contig276369,10,27.509,LGC10.2
Contig2764,6,55.2685,collinear
Contig276465,15,34.669,collinear
Contig2765,12,41.82552913,NA
Contig277252,3,25.5905,collinear
Contig277368,2,85.7215,collinear
Contig2774,13,31.505,collinear
Contig277419,2,0.923,LGC2.1
Contig277603,12,0,NA
Contig277724,6,29.3,buffer
Contig278251,12,55.2365,NA
Contig278497,9,47.4765,collinear
Contig2785,11,52.908,LGC11.1
Contig2786,7,15.2505,collinear
Contig278608,5,21.9255,collinear
Contig27867,3,33.145,collinear
Contig278740,4,56.518,collinear
Contig278944,17,1.4505,collinear
Contig279,1,42.9605,collinear
Contig279198,7,17.4975,collinear
Contig27936,5,41.6145,collinear
Contig2796,4,7.6025,collinear
Contig279662,6,53.101,collinear
Contig279910,3,38.3115,collinear
Contig280,1,0.9655,LGC1.1
Contig2800,2,38.415,collinear
Contig280141,9,6.6625,collinear
Contig280319,13,28.334,collinear
Contig2804,15,35.8415,collinear
Contig28043,1,56.454,collinear
Contig28070,3,26.7695,collinear
Contig2809,15,1.9025,collinear
Contig2810,5,21.644,collinear
Contig281034,9,28.0725,LGC9.1
Contig281195,5,13.9415,collinear
Contig281270,5,1.741,collinear
Contig281285,12,46.449,NA
Contig281420,4,1.5085,LGC4.1
Contig282056,1,18.15672388,collinear
Contig2822,2,69.26,collinear
Contig28230,14,7.0815,LGC14.1/2
Contig282671,9,28.0725,LGC9.1
Contig2827,5,45.739,collinear
Contig282869,3,24.399,collinear
Contig283,11,52.908,LGC11.1
Contig28309,15,31.2575,collinear
Contig2831,5,21.644,collinear
Contig283427,10,3.12,buffer
Contig283630,2,59.186,collinear
Contig283691,4,8.927,collinear
Contig283860,1,41.2815,collinear
Contig2840,3,0.0095,collinear
Contig284296,9,28.0725,LGC9.1
Contig284328,11,52.908,LGC11.1
Contig2844,4,6.082,collinear
Contig284629,8,29.79,collinear
Contig284664,2,55.298,collinear
Contig2848,16,24.4325,collinear
Contig285050,12,55.2365,NA
Contig285120,14,48.71,collinear
Contig285369,3,28.87,collinear
Contig285413,9,28.0725,LGC9.1
Contig285457,1,0.9655,LGC1.1
Contig286,1,12.2845,collinear
Contig2864,15,40.0465,collinear
Contig2865,2,63.176,collinear
Contig28666,8,6.488,collinear
Contig2867,15,35.8415,collinear
Contig286839,10,5.693,LGC10.2
Contig287,1,0.9655,LGC1.1
Contig2870,17,16.5835,collinear
Contig2872,2,56.205,collinear
Contig2874,13,15.663,collinear
Contig287420,6,6.677,LGC6.1/2
Contig287525,4,32.46,collinear
Contig288139,3,30.583,collinear
Contig288427,12,52.961,NA
Contig288950,2,27.744,collinear
Contig288969,12,48.712,NA
Contig289,5,3.446,collinear
Contig289223,11,24.462,collinear
Contig289342,5,32.1585,collinear
Contig2894,12,40.5365,NA
Contig289853,15,31.2575,collinear
Contig289905,4,1.66975,buffer
Contig289965,9,28.0725,LGC9.1
Contig2900,12,43.512,NA
Contig29008,17,0,collinear
Contig2901,17,48.443,LGC17.1
Contig290155,14,0.3875,buffer
Contig2902,4,56.518,collinear
Contig2903,8,20.376,collinear
Contig290551,7,17.4975,collinear
Contig2906,1,2.0905,buffer
Contig29066,6,30.2935,buffer
Contig29077,5,7.714,collinear
Contig2909,10,0.29,buffer
Contig290956,8,51.818,collinear
Contig2910,15,49.1875,collinear
Contig291328,10,15.4495,LGC10.2
Contig291555,13,30.6585,collinear
Contig2922,8,29.5045,collinear
Contig29244,13,1.8645,collinear
Contig292523,11,52.908,LGC11.1
Contig292596,9,6.9465,collinear
Contig2926,7,4.692,collinear
Contig2927,4,4.3785,collinear
Contig292775,4,29.418,collinear
Contig2928,14,11.4125,buffer
Contig292819,9,48.382,collinear
Contig29291,7,7.0735,collinear
Contig293256,1,41.2815,collinear
Contig2933,11,55.37569055,collinear
Contig2935,1,27.20392121,collinear
Contig29350,8,42.9065,collinear
Contig2937,5,26.52,collinear
Contig2938,3,27.969,collinear
Contig2942,1,80.9515,buffer
Contig29443,16,3.4435,collinear
Contig294735,16,55.8855,collinear
Contig294902,17,48.443,LGC17.1
Contig29492,17,21.274,collinear
Contig2950,16,44.2675,collinear
Contig2952,7,17.4975,collinear
Contig295461,4,19.9555,collinear
Contig2955,7,5.5455,collinear
Contig2956,2,48.8225,collinear
Contig2958,5,2.878,collinear
Contig295867,16,43.985,collinear
Contig2959,15,2.04325,collinear
Contig295959,16,16.8195,collinear
Contig296,1,69.4585,collinear
Contig2960,4,25.314,collinear
Contig2961,7,7.0735,collinear
Contig296104,1,42.9605,collinear
Contig296141,17,41.21980308,collinear
Contig296177,6,55.2685,collinear
Contig296490,9,46.2685,collinear
Contig2965,1,46.8185,collinear
Contig2969,12,55.812,NA
Contig297229,7,15.2505,collinear
Contig297250,11,53.1745,buffer
Contig2973,10,0.29,buffer
Contig29738,3,65.4485,collinear
Contig297764,9,37.3825,LGC9.1
Contig297816,15,38.4875,collinear
Contig298011,10,0.579,buffer
Contig2983,4,4.3785,collinear
Contig298419,1,47.6595,collinear
Contig298779,14,11.709,buffer
Contig2988,13,24.672,collinear
Contig298961,17,1.4505,collinear
Contig2990,12,37.9825,NA
Contig299063,17,42.3425,collinear
Contig2991,2,53.048,collinear
Contig299339,4,0.7685,buffer
Contig2996,11,14.3545,collinear
Contig29983,17,31.94587616,collinear
Contig29989,6,44.2655,collinear
Contig30002,17,31.27019615,collinear
Contig300316,5,50.0365,collinear
Contig300479,6,41.447,collinear
Contig30104,16,23.3875,collinear
Contig301480,3,62.838,collinear
Contig3016,7,0.6905,collinear
Contig301680,17,31.94587616,collinear
Contig301750,3,0.0095,collinear
Contig302014,14,24.9455,LGC14.3
Contig30215,1,12.85,collinear
Contig303083,8,46.2085,collinear
Contig3031,8,29.79,collinear
Contig303322,1,0.9655,LGC1.1
Contig3041,12,34.0435,NA
Contig304167,1,41.8405,collinear
Contig30423,14,10.2385,LGC14.1/2
Contig304243,17,20.677,collinear
Contig30452,4,54.4895,collinear
Contig30476,9,46.2685,collinear
Contig304818,4,14.1135,collinear
Contig304982,1,29.663,collinear
Contig3050,3,24.7115,collinear
Contig3053,2,60.093,collinear
Contig3057,1,0.9655,LGC1.1
Contig3058,8,17.301,collinear
Contig305856,7,0.6905,collinear
Contig305859,6,60.254,collinear
Contig306100,15,13.422,collinear
Contig306145,11,54.0575,collinear
Contig306211,12,45.09529414,NA
Contig306231,3,31.864,collinear
Contig3063,10,25.09,LGC10.2
Contig306356,7,12.5715,collinear
Contig306790,7,45.854,LGC7.2
Contig306859,11,52.908,LGC11.1
Contig307184,1,29.3075,collinear
Contig3072,3,26.7695,collinear
Contig307230,9,41.8195,buffer
Contig3073,1,0.9655,LGC1.1
Contig308056,8,54.3805,collinear
Contig3082,15,40.3265,collinear
Contig308406,12,53.8045,NA
Contig308429,10,8.289,LGC10.2
Contig3086,17,37.592,collinear
Contig3088,1,0.9655,LGC1.1
Contig30904,8,10.1185,collinear
Contig309219,16,47.657,collinear
Contig3097,11,14.7905,collinear
Contig309939,10,3.12,buffer
Contig310003,2,73.723,collinear
Contig3102,10,15.741,LGC10.2
Contig3103,10,0,buffer
Contig3104,5,45.739,collinear
Contig3105,7,45.854,LGC7.2
Contig310581,10,4.5355,LGC10.2
Contig31084,3,54.057,collinear
Contig31091,1,46.8185,collinear
Contig311157,2,34.175,collinear
Contig3113,4,1.5085,LGC4.1
Contig311637,4,15.2705,collinear
Contig3117,12,52.961,NA
Contig311795,10,0.8665,buffer
Contig312349,4,0.713,buffer
Contig312394,17,31.4462037,collinear
Contig3124,1,0.9655,LGC1.1
Contig31276,17,13.306,collinear
Contig312760,3,8.635,collinear
Contig312798,4,1.43375,buffer
Contig31285,2,59.186,collinear
Contig312931,14,10.2385,LGC14.1/2
Contig313,6,11.484,LGC6.1/2
Contig3130,13,50.6885,collinear
Contig3131,12,41.82552913,NA
Contig31316,12,6.821,NA
Contig3132,10,11.108,LGC10.2
Contig313207,13,20.9445,collinear
Contig3135,6,47.3685,collinear
Contig313633,15,42.3545,collinear
Contig313670,2,35.027,collinear
Contig313695,16,56.1665,collinear
Contig3137,4,14.1135,collinear
Contig3138,2,0.6405,buffer
Contig3139,2,47.7015,collinear
Contig314,14,24.9455,LGC14.3
Contig3142,5,2.878,collinear
Contig314256,4,14.9865,collinear
Contig3143,8,54.3805,collinear
Contig3144,17,24.9095,collinear
Contig3146,2,48.8225,collinear
Contig314744,7,16.9285,collinear
Contig315,2,27.1155,collinear
Contig3151,5,28.8005,collinear
Contig3152,6,31.0045,collinear
Contig3153,10,10.95166667,LGC10.2
Contig315301,9,47.4765,collinear
Contig3155,8,46.622,collinear
Contig3157,1,0.9655,LGC1.1
Contig315856,10,26.8905,LGC10.2
Contig31589,17,20.987,collinear
Contig3161,15,34.669,collinear
Contig31620,9,29.0755,LGC9.1
Contig3163,6,8.4375,LGC6.1/2
Contig316306,1,4.229,collinear
Contig3164,1,0.9655,LGC1.1
Contig3168,3,30.3035,collinear
Contig317,2,41.512,collinear
Contig317016,2,43.199,collinear
Contig317027,15,13.422,collinear
Contig3173,5,3.446,collinear
Contig317332,2,46.2925,collinear
Contig317515,15,27.153,collinear
Contig317859,7,0.1225,collinear
Contig3179,7,2.679,collinear
Contig317901,3,30.938,collinear
Contig318057,2,52.173,collinear
Contig3183,14,10.2385,LGC14.1/2
Contig3184,1,32.053,collinear
Contig3186,9,52.999,collinear
Contig3187,11,52.908,LGC11.1
Contig318708,12,5.8825,NA
Contig3189,5,45.739,collinear
Contig319,2,22.1835,collinear
Contig3192,3,30.583,collinear
Contig319353,16,3.4435,collinear
Contig3194,2,16.3235,collinear
Contig31940,8,10.713,collinear
Contig3196,2,37.1965,collinear
Contig319757,9,2.4175,collinear
Contig319983,7,17.4975,collinear
Contig320,2,83.317,collinear
Contig320254,10,7.154,LGC10.2
Contig320455,9,32.454,LGC9.1
Contig320655,15,38.207,collinear
Contig320699,15,6.157,collinear
Contig321159,11,21.864,collinear
Contig321457,16,19.5285,collinear
Contig3218,1,80.9515,buffer
Contig3219,10,0.29,buffer
Contig3222,2,42.355,collinear
Contig3225,12,33.904,NA
Contig3226,8,20.376,collinear
Contig3228,6,28.544,buffer
Contig322828,17,31.94587616,collinear
Contig322846,4,33.763,collinear
Contig3229,4,37.8675,collinear
Contig322914,15,40.3265,collinear
Contig323,13,23.791,collinear
Contig323122,16,2.097,collinear
Contig3232,11,52.3195,buffer
Contig323442,2,35.027,collinear
Contig323443,11,52.908,LGC11.1
Contig323543,1,0.9655,LGC1.1
Contig323704,10,0.29,buffer
Contig323908,15,56.494,collinear
Contig3241,3,0,collinear
Contig3242,1,11.3975,collinear
Contig324244,12,46.1125,NA
Contig324300,5,26.239,collinear
Contig324521,2,1.486,LGC2.1
Contig324533,7,16.619,collinear
Contig324742,2,59.186,collinear
Contig3248,7,40.339,collinear
Contig32487,1,13.7155,collinear
Contig325058,1,46.8185,collinear
Contig325062,12,26.2655,NA
Contig325121,9,3.8425,collinear
Contig3253,5,15.58120996,collinear
Contig3254,17,41.21980308,collinear
Contig325656,2,54.1735,collinear
Contig3257,1,25.0135,collinear
Contig32570,16,56.1665,collinear
Contig3258,10,38.7485,LGC10.2
Contig32609,3,38.3115,collinear
Contig326390,10,15.4495,LGC10.2
Contig326514,14,24.9455,LGC14.3
Contig326594,3,24.399,collinear
Contig326698,3,33.145,collinear
Contig326960,10,33.4435,LGC10.2
Contig327047,13,36.103,collinear
