,scaffold,output_order,start,end,mid,win_size,sites,lnL,topoC_count,topoA_count,topoB_couunt,topoC,topoA,topoB,scaffold.1,start_check,end_check,mid_check,sites_full,pi_Egglayer,pi_Brooder,dxy_Egglayer_Brooder,Fst_Egglayer_Brooder,scaffold.2,start_check_2,end_check_2,mid_check_2,sites_full_2,pi_arcana,pi_compressa,pi_n_sax,pi_spain,dxy_arcana_compressa,dxy_arcana_n_sax,dxy_arcana_spain,dxy_compressa_n_sax,dxy_compressa_spain,dxy_n_sax_spain,Fst_arcana_compressa,Fst_arcana_n_sax,Fst_arcana_spain,Fst_compressa_n_sax,Fst_compressa_spain,Fst_n_sax_spain,LG,av,inv_status
112585,Contig60406,107724,14732,20564,18018,5832,100,-1206.81073,9634,107,259,0.9634,0.0107,0.0259,Contig60406,14732,20564,18089,2175,0.0054,0.0031,0.0071,0.2314,Contig60406,14732,20564,18089,2175,0.0051,0.0024,0.002,0.0064,0.0063,0.0068,0.0084,0.0072,0.0088,0.0059,0.1188,0.3085,0.1779,0.2041,0.2398,0.1371,14,7.0815,LGC14.1/2
112594,Contig60406,107727,34187,45385,37595,11198,100,-1049.91856,9546,199,255,0.9546,0.0199,0.0255,Contig60406,34187,45385,38820,3197,0.0041,0.0015,0.0059,0.355,Contig60406,34187,45385,38820,3197,0.004,0.0022,0.0016,0.0019,0.005,0.0059,0.0061,0.0066,0.0067,0.0018,0.1139,0.3543,0.3024,0.2313,0.4784,0.0044,14,7.0815,LGC14.1/2
50514,Contig41333,53098,7217,16410,13272,9193,100,-1619.47689,8612,596,792,0.8612,0.0596,0.0792,Contig41333,7217,16410,14023,1777,0.0087,0.0076,0.0101,0.086,Contig41333,7217,16410,14023,1777,0.0074,0.0097,0.0071,0.0077,0.0117,0.0096,0.0096,0.0112,0.0117,0.0079,0.0945,0.1137,0.1105,0.0402,0.1243,0.0171,14,34.9385,buffer
123796,Contig66301,117312,65792,70164,67637,4372,100,-1371.64123,8209,1498,293,0.8209,0.1498,0.0293,Contig66301,65792,70164,68121,2302,0.004,0.0039,0.0051,0.1002,Contig66301,65792,70164,68121,2302,0.0038,0.0029,0.0038,0.0035,0.0048,0.0051,0.0048,0.0052,0.0047,0.0042,0.0887,0.1185,0.126,0.0496,0.1465,0.0361,14,10.2385,LGC14.1/2
93917,Contig53265,91454,97566,101833,99321,4267,100,-1726.82527,8184,1101,715,0.8184,0.1101,0.0715,Contig53265,97566,101833,99434,2063,0.0057,0.0056,0.0066,0.0587,Contig53265,97566,101833,99434,2063,0.0053,0.0053,0.0053,0.005,0.0068,0.0065,0.0062,0.0067,0.0065,0.0062,0.0669,0.084,0.0782,0.0273,0.0896,0.049,14,10.2385,LGC14.1/2
6502,Contig11589,35036,40205,42436,41482,2231,100,-2177.57596,8155,837,1008,0.8155,0.0837,0.1008,Contig11589,40205,42436,41447,1652,0.0077,0.0058,0.0097,0.1524,Contig11589,40205,42436,41447,1652,0.0076,0.002,0.0055,0.0065,0.0084,0.0095,0.0109,0.0096,0.0109,0.0065,0.1164,0.1554,0.1937,0.1045,0.3253,0.0231,14,1.551,LGC14.1/2
111375,Contig5977,26648,38204,40129,39034,1925,100,-1547.98397,7837,1304,859,0.7837,0.1304,0.0859,Contig5977,38204,40129,39191,1614,0.0055,0.0059,0.0076,0.1147,Contig5977,38204,40129,39191,1614,0.0027,0.0063,0.0055,0.0061,0.0135,0.0065,0.0065,0.0138,0.0137,0.0066,0.4114,0.1649,0.1953,0.1311,0.3208,0.0351,14,7.0815,LGC14.1/2
108038,Contig58226,103799,46723,49621,47736,2898,100,-1812.00955,7663,1179,1158,0.7663,0.1179,0.1158,Contig58226,46723,49621,47826,1564,0.0067,0.0071,0.0085,0.0802,Contig58226,46723,49621,47826,1564,0.0066,0.005,0.0064,0.0097,0.0073,0.0083,0.0101,0.0078,0.0091,0.0087,0.0552,0.0965,0.1049,0.0342,0.0752,0.0233,14,10.2385,LGC14.1/2
72486,Contig47241,72414,84075,85964,84960,1889,100,-1652.86538,7620,1793,587,0.762,0.1793,0.0587,Contig47241,84075,85964,85048,1432,0.0059,0.007,0.0092,0.1346,Contig47241,84075,85964,85048,1432,0.005,0.0069,0.007,0.0061,0.0083,0.0088,0.0092,0.0111,0.0115,0.0071,0.0992,0.1403,0.2344,0.0587,0.2389,0.0208,14,24.035,LGC14.3
30703,Contig3183,16982,664,3623,2129,2959,100,-2398.09074,7604,860,1536,0.7604,0.086,0.1536,Contig3183,664,3623,2084,2012,0.0058,0.0064,0.0076,0.0886,Contig3183,664,3623,2084,2012,0.0057,0.0013,0.0063,0.0049,0.0064,0.0076,0.0072,0.0082,0.0076,0.0067,0.1256,0.0935,0.136,0.072,0.3042,0.0433,14,10.2385,LGC14.1/2
52528,Contig41769,54941,27683,32445,29909,4762,100,-1902.28682,7585,1948,467,0.7585,0.1948,0.0467,Contig41769,27683,32445,30328,1803,0.005,0.0057,0.006,0.045,Contig41769,27683,32445,30328,1803,0.0042,0.004,0.0052,0.0061,0.0076,0.0055,0.008,0.0074,0.008,0.0075,0.1743,0.0606,0.2098,0.055,0.1724,0.0854,14,9.0965,LGC14.1/2
112595,Contig60406,107728,45386,51096,49112,5710,100,-1732.28617,7579,1747,674,0.7579,0.1747,0.0674,Contig60406,45386,51096,49644,2002,0.0056,0.0051,0.0095,0.2321,Contig60406,45386,51096,49644,2002,0.0047,0.0021,0.0046,0.0075,0.0086,0.0088,0.0091,0.0133,0.0134,0.0064,0.2328,0.2603,0.1917,0.1926,0.3506,0.0205,14,7.0815,LGC14.1/2
123795,Contig66301,117313,70207,71862,71034,1655,100,-1655.28839,7565,1136,1299,0.7565,0.1136,0.1299,Contig66301,70207,71862,71050,1570,0.0088,0.0068,0.0119,0.1776,Contig66301,70207,71862,71050,1570,0.0082,0.0069,0.0064,0.009,0.0115,0.0119,0.0115,0.0134,0.0134,0.008,0.1099,0.2042,0.1309,0.0998,0.1985,0.0115,14,10.2385,LGC14.1/2
6509,Contig11589,35032,31266,34176,32937,2910,100,-1948.47758,7544,1362,1094,0.7544,0.1362,0.1094,Contig11589,31266,34176,32808,2210,0.0039,0.0046,0.0048,0.0421,Contig11589,31266,34176,32808,2210,0.004,0.0025,0.0043,0.0058,0.0045,0.0047,0.0063,0.0054,0.0063,0.0063,0.0773,0.0415,0.1225,0.0466,0.1451,0.0627,14,1.551,LGC14.1/2
45066,Contig40188,48212,15188,19843,17148,4655,100,-2355.06442,7450,1083,1467,0.745,0.1083,0.1467,Contig40188,15188,19843,17472,2758,0.0039,0.0045,0.0051,0.0699,Contig40188,15188,19843,17472,2758,0.0035,0.0044,0.0045,0.0032,0.0054,0.0051,0.0045,0.0059,0.0052,0.0049,0.0914,0.0926,0.1291,0.0327,0.1308,0.0559,14,11.1155,LGC14.1/2
141296,Contig79589,131935,9784,17564,13160,7780,100,-2122.80624,7434,2224,342,0.7434,0.2224,0.0342,Contig79589,9784,17564,13336,2343,0.0063,0.009,0.0088,0.05,Contig79589,9784,17564,13336,2343,0.0058,0.0062,0.008,0.0064,0.0078,0.0084,0.0113,0.008,0.0118,0.0123,0.0709,0.0733,0.2793,0.0119,0.2504,0.1427,14,10.2385,LGC14.1/2
108032,Contig58226,103796,9717,20837,14495,11120,100,-1469.62004,7294,1497,1209,0.7294,0.1497,0.1209,Contig58226,9717,20837,14782,1934,0.0043,0.0037,0.0045,0.0518,Contig58226,9717,20837,14782,1934,0.0037,0.0044,0.0036,0.0036,0.0056,0.0042,0.0045,0.0055,0.0057,0.0038,0.0884,0.0593,0.0878,0.0421,0.1406,0.011,14,10.2385,LGC14.1/2
112583,Contig60406,107730,56114,60404,58754,4290,100,-1556.30501,7195,1442,1363,0.7195,0.1442,0.1363,Contig60406,56114,60404,58596,1457,0.008,0.0066,0.0088,0.0761,Contig60406,56114,60404,58596,1457,0.0075,0.0051,0.007,0.0044,0.0103,0.0088,0.0081,0.0102,0.0096,0.006,0.1211,0.078,0.1286,0.0598,0.2915,0.0124,14,7.0815,LGC14.1/2
6497,Contig11589,35037,42440,44866,43638,2426,100,-1767.73286,7193,2035,772,0.7193,0.2035,0.0772,Contig11589,42440,44866,43634,2145,0.0049,0.0032,0.0051,0.1021,Contig11589,42440,44866,43634,2145,0.0046,0.0025,0.0033,0.0019,0.006,0.005,0.0048,0.0058,0.0053,0.0029,0.1265,0.1039,0.1581,0.0857,0.3611,0.0208,14,1.551,LGC14.1/2
93923,Contig53265,91456,105106,109785,107640,4679,100,-1317.76238,7033,1212,1755,0.7033,0.1212,0.1755,Contig53265,105106,109785,107533,2808,0.0038,0.0049,0.0095,0.2973,Contig53265,105106,109785,107533,2808,0.0034,0.0027,0.0042,0.0076,0.0053,0.0096,0.0084,0.0095,0.0087,0.0066,0.1478,0.3625,0.2136,0.135,0.1772,0.0353,14,10.2385,LGC14.1/2
63822,Contig45067,64699,16493,25219,20749,8726,100,-1291.36846,8798,587,615,0.8798,0.0587,0.0615,Contig45067,16493,25219,20509,2825,0.0043,0.005,0.0057,0.084,Contig45067,16493,25219,20509,2825,0.0043,0.004,0.0051,0.0046,0.0047,0.0058,0.0063,0.0058,0.0063,0.0051,0.0282,0.0786,0.1569,0.0251,0.1475,0.0102,15,40.3265,collinear
58914,Contig43273,60533,139711,144300,141815,4589,100,-1122.21089,8555,630,815,0.8555,0.063,0.0815,Contig43273,139711,144300,141919,3197,0.0029,0.0022,0.0038,0.1633,Contig43273,139711,144300,141919,3197,0.0029,0.0032,0.0024,0.0018,0.0034,0.0039,0.0042,0.0038,0.0041,0.0023,0.0267,0.1581,0.2545,0.0409,0.2184,0.0181,15,38.207,collinear
58917,Contig43273,60523,91883,94456,93011,2573,100,-1229.57769,8544,650,806,0.8544,0.065,0.0806,Contig43273,91883,94456,93119,2047,0.0058,0.0044,0.0071,0.1382,Contig43273,91883,94456,93119,2047,0.0058,0.0062,0.0041,0.0052,0.0061,0.0071,0.0067,0.008,0.0071,0.0054,0.0034,0.1539,0.0888,0.0655,0.0903,0.0432,15,38.207,collinear
58897,Contig43273,60532,136842,139661,138141,2819,100,-1407.4778,8436,1057,507,0.8436,0.1057,0.0507,Contig43273,136842,139661,138233,2633,0.0023,0.0035,0.004,0.1215,Contig43273,136842,139661,138233,2633,0.002,0.0029,0.0031,0.0039,0.0028,0.0038,0.0048,0.0038,0.0048,0.0042,0.0418,0.1449,0.2411,0.0284,0.1274,0.0534,15,38.207,collinear
49350,Contig41074,52026,75911,91606,84786,15695,100,-1557.50923,8364,547,1089,0.8364,0.0547,0.1089,Contig41074,75911,91606,84076,2810,0.0058,0.0069,0.0081,0.0925,Contig41074,75911,91606,84076,2810,0.0051,0.0064,0.0066,0.006,0.0076,0.0079,0.0083,0.0086,0.0091,0.0077,0.0797,0.1131,0.1855,0.0328,0.1537,0.0532,15,27.153,collinear
82246,Contig49986,81066,8404,10784,9502,2380,100,-2153.23804,8284,1095,621,0.8284,0.1095,0.0621,Contig49986,8404,10784,9545,1413,0.0054,0.0066,0.0076,0.0889,Contig49986,8404,10784,9545,1413,0.0052,0.0054,0.0064,0.0065,0.0057,0.0074,0.0083,0.0078,0.009,0.0071,0.0208,0.0893,0.1627,0.0299,0.1586,0.0257,15,22.49,collinear
42570,Contig39670,45917,124198,130940,127506,6742,100,-1522.18162,8147,1514,339,0.8147,0.1514,0.0339,Contig39670,124198,130940,127181,2876,0.0049,0.0039,0.0063,0.1477,Contig39670,124198,130940,127181,2876,0.0049,8.00E-04,0.0028,0.0032,0.005,0.0063,0.0074,0.0052,0.006,0.0073,0.1118,0.2197,0.2606,0.1211,0.3796,0.2823,15,34.669,collinear
149493,Contig89629,138467,1185,5589,3571,4404,100,-1635.95763,8140,1322,538,0.814,0.1322,0.0538,Contig89629,1185,5589,3610,1691,0.0046,0.0059,0.0069,0.1007,Contig89629,1185,5589,3610,1691,0.0041,0.0065,0.005,0.005,0.0059,0.0065,0.0079,0.0079,0.0096,0.0087,0.0332,0.1344,0.2542,0.0425,0.2148,0.1568,15,52.737,collinear
6184,Contig114824,146626,19218,23798,20400,4580,100,-3647.58535,8071,690,1239,0.8071,0.069,0.1239,Contig114824,19218,23798,20523,2124,0.0081,0.0084,0.0105,0.0923,Contig114824,19218,23798,20523,2124,0.008,0.0049,0.0082,0.0066,0.0074,0.0099,0.011,0.0107,0.0123,0.0083,0.0315,0.08,0.1799,0.0519,0.2897,0.0289,15,5.31,collinear
58894,Contig43273,60507,30519,32765,31224,2246,100,-1271.31139,8039,1168,793,0.8039,0.1168,0.0793,Contig43273,30519,32765,31475,1404,0.007,0.0068,0.0086,0.0853,Contig43273,30519,32765,31475,1404,0.007,0.0064,0.0067,0.0065,0.0074,0.0086,0.0086,0.0087,0.0086,0.0074,0.0236,0.0924,0.1136,0.0336,0.1162,0.032,15,38.207,collinear
136156,Contig7465,30125,3116,8113,6039,4997,100,-1744.55304,7966,1055,979,0.7966,0.1055,0.0979,Contig7465,3116,8113,5986,1773,0.0047,0.0033,0.0056,0.1449,Contig7465,3116,8113,5986,1773,0.0046,0.003,0.0028,0.0045,0.0051,0.0057,0.0063,0.0041,0.0052,0.0043,0.0689,0.1883,0.1447,0.0434,0.1209,0.0505,15,24.2155,collinear
63829,Contig45067,64698,4702,16491,12739,11789,100,-1601.35884,7911,841,1248,0.7911,0.0841,0.1248,Contig45067,4702,16491,13146,3276,0.0056,0.0061,0.0069,0.0689,Contig45067,4702,16491,13146,3276,0.0054,0.0044,0.0062,0.0054,0.0059,0.0069,0.0071,0.007,0.0074,0.006,0.0446,0.0672,0.1245,0.028,0.1603,0.008,15,40.3265,collinear
58893,Contig43273,60512,42497,45592,43842,3095,100,-1156.67377,7892,830,1278,0.7892,0.083,0.1278,Contig43273,42497,45592,43957,1625,0.0066,0.0044,0.0067,0.0815,Contig43273,42497,45592,43957,1625,0.0062,0.0071,0.0041,0.0047,0.0074,0.0063,0.0069,0.0075,0.0081,0.0051,0.0281,0.0907,0.1037,0.046,0.138,0.0443,15,38.207,collinear
124779,Contig66902,118132,636,4557,2636,3921,100,-1458.3973,7726,1641,633,0.7726,0.1641,0.0633,Contig66902,636,4557,2838,2660,0.0028,0.0041,0.005,0.1401,Contig66902,636,4557,2838,2660,0.0026,0.0022,0.0038,0.0055,0.0032,0.0048,0.0055,0.0054,0.0057,0.0049,0.0754,0.1572,0.1505,0.0639,0.1282,0.0119,15,34.983,collinear
35442,Contig38287,39417,70681,87804,77289,17123,100,-1573.47756,7682,1097,1221,0.7682,0.1097,0.1221,Contig38287,70681,87804,80356,3314,0.0042,0.0026,0.0046,0.1366,Contig38287,70681,87804,80356,3314,0.004,0.0036,0.0025,0.0028,0.0048,0.0044,0.0045,0.0058,0.0058,0.0028,0.0586,0.135,0.114,0.1027,0.2456,0.0109,15,56.494,collinear
91354,Contig52543,89183,55500,59078,57297,3578,100,-1463.36496,7553,783,1664,0.7553,0.0783,0.1664,Contig52543,55500,59078,57634,1240,0.0045,0.005,0.0053,0.041,Contig52543,55500,59078,57634,1240,0.0046,0.0028,0.0045,0.0054,0.0044,0.0051,0.0069,0.0045,0.0067,0.0065,0.0426,0.0475,0.1507,0.0205,0.1763,0.0801,15,22.49,collinear
104145,Contig56741,100493,16671,38165,32731,21494,100,-2224.76496,7519,1925,556,0.7519,0.1925,0.0556,Contig56741,16671,38165,31950,2391,0.0054,0.0054,0.0072,0.1146,Contig56741,16671,38165,31950,2391,0.0051,0.0047,0.0055,0.005,0.0073,0.0074,0.0077,0.0073,0.008,0.006,0.1055,0.1302,0.191,0.0411,0.1982,0.0334,15,52.737,collinear
58905,Contig43273,60527,113469,119207,117098,5738,100,-1633.98376,7390,1286,1324,0.739,0.1286,0.1324,Contig43273,113469,119207,117050,2319,0.0039,0.0037,0.0044,0.059,Contig43273,113469,119207,117050,2319,0.0037,0.0043,0.0035,0.0039,0.0045,0.0043,0.0043,0.005,0.0052,0.0044,0.0339,0.0739,0.0651,0.0328,0.0958,0.0472,15,38.207,collinear
19998,Contig18312,37526,11180,14824,12775,3644,100,-2841.95064,7354,1444,1202,0.7354,0.1444,0.1202,Contig18312,11180,14824,12804,2030,0.0061,0.0046,0.0068,0.099,Contig18312,11180,14824,12804,2030,0.0057,0.005,0.0041,0.0037,0.0072,0.0066,0.0083,0.0061,0.0068,0.006,0.0756,0.1254,0.2382,0.038,0.1906,0.1161,15,46.8315,collinear
58918,Contig43273,60520,77390,80440,78999,3050,100,-1000.25696,7323,225,2452,0.7323,0.0225,0.2452,Contig43273,77390,80440,78847,2086,0.0033,0.0015,0.0034,0.1721,Contig43273,77390,80440,78847,2086,0.003,0.0041,0.0011,0.0026,0.0042,0.0032,0.0038,0.0041,0.0048,0.0025,0.0511,0.2279,0.1363,0.116,0.1576,0.1137,15,38.207,collinear
18494,Contig1716,9277,6333,13041,11926,6708,100,-1443.1026,7322,1276,1402,0.7322,0.1276,0.1402,Contig1716,6333,13041,11632,1345,0.0079,0.0059,0.0082,0.0742,Contig1716,6333,13041,11632,1345,0.0081,0.0056,0.0054,0.0084,0.0075,0.0082,0.0093,0.0072,0.0084,0.0074,0.019,0.087,0.0579,0.032,0.0671,0.0207,15,31.831,collinear
58923,Contig43273,60534,144301,153983,150944,9682,100,-1203.64302,7262,1123,1615,0.7262,0.1123,0.1615,Contig43273,144301,153983,150640,2853,0.006,0.0046,0.0061,0.0576,Contig43273,144301,153983,150640,2853,0.0059,0.0061,0.0047,0.0031,0.0063,0.0061,0.006,0.0059,0.0058,0.0041,0.0123,0.0566,0.1199,0.0112,0.1069,0.013,15,38.207,collinear
150091,Contig90694,138849,9210,21072,14004,11862,100,-2559.08006,7232,1209,1559,0.7232,0.1209,0.1559,Contig90694,9210,21072,15844,2298,0.0064,0.0054,0.0067,0.0506,Contig90694,9210,21072,15844,2298,0.0063,0.0055,0.0052,0.0057,0.0067,0.0067,0.0065,0.0068,0.0069,0.006,0.0283,0.0617,0.0384,0.0279,0.0815,0.0259,15,34.669,collinear
33537,Contig3730,19213,90275,93553,91587,3278,100,-1565.50479,7127,1613,1260,0.7127,0.1613,0.126,Contig3730,90275,93553,91614,1584,0.0085,0.0074,0.009,0.0506,Contig3730,90275,93553,91614,1584,0.0087,0.0039,0.007,0.0081,0.0084,0.0091,0.0099,0.0076,0.0086,0.0084,0.0615,0.0614,0.0712,0.0328,0.1244,0.0271,15,40.3265,collinear
70927,Contig46845,71006,77332,81971,78982,4639,100,-1496.64507,7086,1761,1153,0.7086,0.1761,0.1153,Contig46845,77332,81971,79255,2234,0.0054,0.004,0.006,0.102,Contig46845,77332,81971,79255,2234,0.003,0.0059,0.0039,0.0037,0.0125,0.0048,0.0044,0.0135,0.0131,0.0043,0.3702,0.1258,0.1346,0.1832,0.43,0.0354,15,46.8315,collinear
54909,Contig42344,57054,58150,65311,59810,7161,100,-1271.90963,7012,1742,1246,0.7012,0.1742,0.1246,Contig42344,58150,65311,60321,1267,0.0041,0.0042,0.0045,0.0302,Contig42344,58150,65311,60321,1267,0.0037,0.0046,0.0045,0.0025,0.0055,0.0044,0.0035,0.0061,0.0051,0.0038,0.0794,0.0318,0.0543,0.0362,0.1672,0.0186,15,35.5555,collinear
52078,Contig41667,54520,15514,19171,17747,3657,100,-2005.55846,8296,650,1054,0.8296,0.065,0.1054,Contig41667,15514,19171,17524,2090,0.0072,0.0065,0.0097,0.1416,Contig41667,15514,19171,17524,2090,0.0069,0.0041,0.0065,0.0059,0.0079,0.0093,0.0097,0.011,0.0116,0.0064,0.083,0.1343,0.1867,0.0866,0.3177,0.0076,16,44.2675,collinear
4181,Contig10915,34558,5699,11057,8144,5358,100,-1600.40207,8176,508,1316,0.8176,0.0508,0.1316,Contig10915,5699,11057,8320,1963,0.0074,0.0038,0.0065,0.0667,Contig10915,5699,11057,8320,1963,0.0073,0.0051,0.0038,0.0024,0.0077,0.0062,0.0067,0.007,0.008,0.0036,0.0521,0.0524,0.1307,0.0669,0.3447,0.0379,16,24.4325,collinear
52076,Contig41667,54519,12516,15508,13251,2992,100,-3343.1377,8160,830,1010,0.816,0.083,0.101,Contig41667,12516,15508,13515,1653,0.0077,0.0109,0.0123,0.1023,Contig41667,12516,15508,13515,1653,0.0071,0.0045,0.0108,0.0103,0.0095,0.0123,0.0125,0.0121,0.0119,0.0114,0.119,0.1163,0.1698,0.0432,0.1617,0.0195,16,44.2675,collinear
86583,Contig51095,84880,86711,89775,88105,3064,100,-1613.11596,8148,866,986,0.8148,0.0866,0.0986,Contig51095,86711,89775,88108,1023,0.0113,0.0084,0.012,0.0838,Contig51095,86711,89775,88108,1023,0.0112,0.0101,0.0084,0.0068,0.0117,0.0119,0.0116,0.0126,0.0126,0.0083,0.0241,0.0832,0.1056,0.0404,0.1743,0.0215,16,19.232,collinear
676,Contig101587,143144,1751,10976,5775,9225,100,-2020.01784,8029,982,989,0.8029,0.0982,0.0989,Contig101587,1751,10976,5693,1694,0.0065,0.0074,0.0077,0.0373,Contig101587,1751,10976,5693,1694,0.0056,0.0076,0.0062,0.0083,0.0081,0.0066,0.01,0.0094,0.0127,0.0104,0.0601,0.0434,0.1722,0.04,0.1843,0.1087,16,19.5285,collinear
52079,Contig41667,54518,10536,12501,11540,1965,100,-1952.33205,7925,945,1130,0.7925,0.0945,0.113,Contig41667,10536,12501,11560,1753,0.0043,0.0054,0.0053,0.0348,Contig41667,10536,12501,11560,1753,0.0029,0.004,0.0052,0.0046,0.0077,0.0046,0.0052,0.0081,0.0077,0.0055,0.2553,0.044,0.1567,0.0676,0.2295,0.03,16,44.2675,collinear
86597,Contig51095,84875,66496,68388,67485,1892,100,-1137.58035,7879,1225,896,0.7879,0.1225,0.0896,Contig51095,66496,68388,67444,1814,0.0062,0.0043,0.0065,0.0964,Contig51095,66496,68388,67444,1814,0.0058,0.0067,0.0044,0.0038,0.0067,0.0064,0.0061,0.0075,0.0073,0.0041,0.0152,0.0937,0.0985,0.0438,0.1447,0.002,16,19.232,collinear
57084,Contig42852,58939,21069,23878,22437,2809,100,-2125.07498,7779,1262,959,0.7779,0.1262,0.0959,Contig42852,21069,23878,22415,1693,0.007,0.0076,0.0085,0.0565,Contig42852,21069,23878,22415,1693,0.0068,0.0053,0.0074,0.0078,0.0075,0.0083,0.0085,0.0092,0.0091,0.0083,0.0502,0.0597,0.0699,0.0389,0.1192,0.0222,16,4.3025,collinear
86602,Contig51095,84881,89784,97606,95250,7822,100,-1499.71343,7733,630,1637,0.7733,0.063,0.1637,Contig51095,89784,97606,94898,2440,0.0036,0.0046,0.005,0.0737,Contig51095,89784,97606,94898,2440,0.0035,0.0033,0.0045,0.0045,0.0039,0.0047,0.0059,0.0054,0.0066,0.005,0.0316,0.0623,0.1854,0.0356,0.1995,0.0295,16,19.232,collinear
18922,Contig1749,9470,63669,73929,68731,10260,100,-981.31067,7724,997,1279,0.7724,0.0997,0.1279,Contig1749,63669,73929,67649,4379,0.0035,0.0037,0.0038,0.016,Contig1749,63669,73929,67649,4379,0.0035,0.0038,0.0037,0.0036,0.0037,0.0038,0.0036,0.0038,0.0037,0.0038,0.0034,0.0218,0.0114,0.0032,-6.00E-04,0.0091,16,44.2675,collinear
86592,Contig51095,84876,68393,69979,69142,1586,100,-1252.93569,7660,1158,1182,0.766,0.1158,0.1182,Contig51095,68393,69979,69186,1550,0.0052,0.0035,0.0057,0.1216,Contig51095,68393,69979,69186,1550,0.0048,0.0053,0.0035,0.0024,0.0063,0.0054,0.0059,0.0073,0.0079,0.0035,0.0559,0.1094,0.2038,0.0772,0.3321,0.0375,16,19.232,collinear
3875,Contig108405,145188,3076,5072,4305,1996,100,-1713.61524,7644,1346,1010,0.7644,0.1346,0.101,Contig108405,3076,5072,4144,1790,0.0061,0.0027,0.0062,0.1649,Contig108405,3076,5072,4144,1790,0.0056,0.0032,0.0025,0.0022,0.0078,0.0061,0.0058,0.0076,0.0071,0.0031,0.1372,0.1859,0.1587,0.1607,0.4049,0.0675,16,13.992,collinear
52077,Contig41667,54516,71,2110,955,2039,100,-1502.24964,7312,1197,1491,0.7312,0.1197,0.1491,Contig41667,71,2110,1069,1908,0.0043,0.0048,0.0054,0.0675,Contig41667,71,2110,1069,1908,0.0035,0.0026,0.0048,0.0042,0.0066,0.0052,0.005,0.0072,0.0068,0.0049,0.2078,0.0798,0.128,0.0725,0.2628,0.0243,16,44.2675,collinear
86595,Contig51095,84877,69982,72421,71039,2439,100,-1050.59962,7242,1041,1717,0.7242,0.1041,0.1717,Contig51095,69982,72421,71005,1962,0.0048,0.0023,0.0046,0.1238,Contig51095,69982,72421,71005,1962,0.0047,0.0043,0.0023,0.0018,0.0053,0.0044,0.0047,0.0059,0.0065,0.0024,0.0409,0.103,0.1507,0.1002,0.3591,0.0429,16,19.232,collinear
86591,Contig51095,84874,63861,66427,65151,2566,100,-1066.48887,7229,663,2108,0.7229,0.0663,0.2108,Contig51095,63861,66427,65192,2375,0.0032,0.0024,0.0033,0.0645,Contig51095,63861,66427,65192,2375,0.0033,0.0023,0.0025,0.0016,0.0033,0.0033,0.0029,0.0035,0.0032,0.0022,0.0395,0.0606,0.0769,0.0428,0.213,0.0123,16,19.232,collinear
4182,Contig10915,34559,11058,19524,13616,8466,100,-1848.23537,7161,1497,1342,0.7161,0.1497,0.1342,Contig10915,11058,19524,13368,1647,0.012,0.0076,0.0116,0.0754,Contig10915,11058,19524,13368,1647,0.0117,0.0122,0.008,0.0046,0.0126,0.0114,0.0109,0.0135,0.0131,0.0067,0.0129,0.062,0.1184,0.0422,0.2217,0.0161,16,24.4325,collinear
86598,Contig51095,84873,56297,63859,61227,7562,100,-1579.8408,7070,1374,1556,0.707,0.1374,0.1556,Contig51095,56297,63859,61182,2011,0.006,0.0042,0.0062,0.0775,Contig51095,56297,63859,61182,2011,0.0053,0.0058,0.004,0.0032,0.0073,0.0057,0.0054,0.0073,0.0071,0.0038,0.0742,0.0841,0.1057,0.0587,0.2073,0.0123,16,19.232,collinear
48739,Contig40951,51464,6401,8541,7673,2140,100,-1862.78342,8637,817,546,0.8637,0.0817,0.0546,Contig40951,6401,8541,7436,1784,0.0073,0.0068,0.0081,0.0535,Contig40951,6401,8541,7436,1784,0.0069,0.0067,0.0065,0.0053,0.0077,0.0077,0.0084,0.0078,0.0083,0.0067,0.0296,0.0567,0.1391,0.0191,0.1371,0.0341,17,40.6465,collinear
104806,Contig56989,101095,177258,182687,179873,5429,100,-1147.11763,8626,847,527,0.8626,0.0847,0.0527,Contig56989,177258,182687,179456,2303,0.0044,0.0026,0.0039,0.0481,Contig56989,177258,182687,179456,2303,0.0028,0.0041,0.0024,0.003,0.0093,0.003,0.0036,0.009,0.0092,0.0031,0.3287,0.0555,0.0953,0.1924,0.4049,0.0363,17,31.94587616,collinear
150290,Contig9116,32838,48,4717,1705,4669,100,-2136.48906,8623,619,758,0.8623,0.0619,0.0758,Contig9116,48,4717,1924,2058,0.0057,0.0041,0.0083,0.2228,Contig9116,48,4717,1924,2058,0.006,0.0028,0.0048,0.0028,0.007,0.0085,0.0084,0.0102,0.0101,0.004,0.1041,0.192,0.2704,0.1266,0.5049,0.014,17,30.59333488,collinear
54886,Contig42342,57034,132720,148316,137793,15596,100,-1256.80508,8353,711,936,0.8353,0.0711,0.0936,Contig42342,132720,148316,139401,2162,0.0048,0.0021,0.0055,0.2167,Contig42342,132720,148316,139401,2162,0.0047,0.0044,0.0021,0.0022,0.0052,0.0055,0.006,0.005,0.0054,0.0023,0.0308,0.222,0.2236,0.0767,0.231,0.0119,17,16.5835,collinear
